iter	Logloss
231	0.5458196317
232	0.5455887257
233	0.5452687346
234	0.5452525476
235	0.545239407
236	0.5450227814
237	0.5448556249
238	0.5446057902
239	0.5445338128
240	0.5443179893
241	0.5439288379
242	0.5437470336
243	0.5436202372
244	0.5434762875
245	0.5434707686
246	0.5431722877
247	0.5429185898
248	0.5429051017
249	0.5426131209
250	0.5425178335
251	0.5422795351
252	0.5421222893
253	0.5419444276
254	0.5417593442
255	0.5415966643
256	0.5413278452
257	0.5410756398
258	0.5407530249
259	0.5403826
260	0.540090375
261	0.5399135054
262	0.5395768424
263	0.5394174572
264	0.5391332109
265	0.5388363593
266	0.538547315
267	0.538435738
268	0.5382056988
269	0.5380466305
270	0.5377220095
271	0.5375844019
272	0.5374459106
273	0.5374098547
274	0.5372321893
275	0.5370505023
276	0.5367901693
277	0.5363659572
278	0.5363594021
279	0.5360052919
280	0.5357776186
281	0.5353188203
282	0.5350847659
283	0.5348282675
284	0.5346952669
285	0.5342788892
286	0.5340989832
287	0.5339980431
288	0.5336976259
289	0.5333402097
290	0.5333337951
291	0.5331176389
292	0.5330074619
293	0.532895487
294	0.5327789736
295	0.5326054873
296	0.5325468293
297	0.5322539478
298	0.5320609432
299	0.5318389114
300	0.5316523611
301	0.5315525764
302	0.5313863487
303	0.5311664039
304	0.5311541512
305	0.5309989391
306	0.5307305988
307	0.5305843585
308	0.5304193501
309	0.5302468679
310	0.5299666631
311	0.5298456404
312	0.5295814909
313	0.5293073269
314	0.5291916046
315	0.5291075379
316	0.5288869393
317	0.5286985182
318	0.5284938482
319	0.5283006898
320	0.5278366218
321	0.527376763
322	0.5272856813
323	0.5272720849
324	0.527008551
325	0.5265787954
326	0.5263398977
327	0.5262259752
328	0.526016524
329	0.5258412868
330	0.5255991725
331	0.5254271409
332	0.5253532558
333	0.5250743403
334	0.5249384852
335	0.5249218063
336	0.5248170815
337	0.5247240063
338	0.5245726349
339	0.5244241994
340	0.5243490802
341	0.5242006153
342	0.5240296741
343	0.5239556901
344	0.5237445094
345	0.5236438618
346	0.5234733268
347	0.5231695018
348	0.5230092742
349	0.5228944557
350	0.5227109456
351	0.522398869
352	0.5223090273
353	0.5219890821
354	0.5218770388
355	0.5218010045
356	0.5214664193
357	0.5212965818
358	0.5212895587
359	0.5212121176
360	0.5211460804
361	0.5210617608
362	0.5207944025
363	0.5204553406
364	0.5203497453
365	0.5201213816
366	0.5201165746
367	0.5201115218
368	0.5201069712
369	0.5199898953
370	0.5197452001
371	0.5194465634
372	0.5193268079
373	0.5193150712
374	0.5192591676
375	0.5191179736
376	0.5189584294
377	0.5186558151
378	0.518506151
379	0.5183464875
380	0.5181546879
381	0.5179606652
382	0.5178519965
383	0.5176478135
384	0.5176454708
385	0.5174840147
386	0.5171390513
387	0.5170700364
388	0.5169237429
389	0.5166828603
390	0.5166765098
391	0.5164008159
392	0.5163067179
393	0.5161224749
394	0.5160721205
395	0.5158813533
396	0.5157998238
397	0.5157224622
398	0.5156284521
399	0.5155086224
400	0.5153596124
401	0.51517541
402	0.5149834207
403	0.5146989303
404	0.5144161996
405	0.5143971994
406	0.5142855251
407	0.5140385738
408	0.5136303086
409	0.513558542
410	0.5134955628
411	0.5133751186
412	0.513309087
413	0.5129106464
414	0.5128183688
415	0.5127708621
416	0.5126896883
417	0.5126886543
418	0.5122116681
419	0.5121337096
420	0.5120632786
421	0.511933245
422	0.5118682375
423	0.5117300481
424	0.5116477286
425	0.5113674422
426	0.5112172787
427	0.5109192872
428	0.5108057741
429	0.5106902225
430	0.5106829499
431	0.5106173768
432	0.5105253369
433	0.5101810502
434	0.5100996876
435	0.5100473212
436	0.5100430133
437	0.5099011547
438	0.50972852
439	0.5095973539
440	0.5094607753
441	0.5093518091
442	0.5091831318
443	0.5089188856
444	0.5087175377
445	0.5084330401
446	0.5082370197
447	0.5078930798
448	0.5078167616
449	0.5073254248
450	0.507321553
451	0.5073149974
452	0.5070428201
453	0.5070360241
454	0.5068383171
455	0.5067320763
456	0.5063404861
457	0.5062527173
458	0.5060492917
459	0.5057844576
460	0.5056232933
461	0.5055614958
462	0.5053437001
463	0.5052850218
464	0.5052778721
465	0.5051668811
466	0.5050097827
467	0.5048198998
468	0.5047744023
469	0.5047660645
470	0.5046740831
471	0.5045113976
472	0.5044289418
473	0.5042769293
474	0.5042735803
475	0.5042702462
476	0.5041298372
477	0.5039558202
478	0.5038097379
479	0.5035350101
480	0.5033804509
481	0.5033752896
482	0.5033664279
483	0.5032326043
484	0.5029544235
485	0.5029529552
486	0.5028309491
487	0.5026495302
488	0.5026480771
489	0.5025362409
490	0.5023026472
491	0.5022273528
492	0.502226794
493	0.5021419866
494	0.50209995
495	0.501969011
496	0.5018239911
497	0.5018210059
498	0.5016819032
499	0.5014190828
500	0.5012646644
501	0.5012360645
502	0.5010676283
503	0.5010217383
504	0.5009348922
505	0.5007277722
506	0.5006385664
507	0.5005399231
508	0.500390001
509	0.5002664258
510	0.5002631753
511	0.5001166695
512	0.5000894525
513	0.5000850542
514	0.4999687041
515	0.4998669744
516	0.4998020308
517	0.4997092821
518	0.4995635783
519	0.4994770846
520	0.4992551519
521	0.4991127762
522	0.4991118256
523	0.4989151118
524	0.4986098348
525	0.4985781447
526	0.4985081533
527	0.4985081481
528	0.4985066189
529	0.4982481255
530	0.4981910049
531	0.4981548669
532	0.4980782772
533	0.4979952345
534	0.4977951136
535	0.4976538801
536	0.4973957945
537	0.4972909172
538	0.4972392985
539	0.4970529693
540	0.4969217183
541	0.4967607294
542	0.4966640765
543	0.4966088626
544	0.4964695601
545	0.4962483273
546	0.4960003979
547	0.4959162532
548	0.4957019812
549	0.4956959666
550	0.4955679044
551	0.4955607013
552	0.4954159841
553	0.4953436874
554	0.4951714159
555	0.4948466962
556	0.4947006976
557	0.4946438065
558	0.4946365002
559	0.4944390566
560	0.4942151344
561	0.4940213677
562	0.4938621786
563	0.4937451261
564	0.4934822939
565	0.4933932018
566	0.4933174277
567	0.4932668822
568	0.4931719464
569	0.4930894843
570	0.4930247945
571	0.4927465261
572	0.4927091466
573	0.4925488006
574	0.4924132111
575	0.4921385637
576	0.4921361607
577	0.4921359895
578	0.4920934051
579	0.49199287
580	0.4919254108
581	0.4919242785
582	0.4919169114
583	0.4918105421
584	0.4917458436
585	0.491626714
586	0.4915212703
587	0.4913928537
588	0.4911700043
589	0.4909356463
590	0.4908201512
591	0.4905796682
592	0.4904739402
593	0.4904156319
594	0.4903108247
595	0.4901702832
596	0.49005542
597	0.4897732658
598	0.4894377848
599	0.4893432831
600	0.4892484309
601	0.4889241483
602	0.4887214321
603	0.4886517122
604	0.4884995576
605	0.488471127
606	0.4881795856
607	0.4879750244
608	0.4878430273
609	0.4876760387
610	0.4875399024
611	0.4875157953
612	0.4874085186
613	0.4870432223
614	0.4870406004
615	0.4869739911
616	0.4866997188
617	0.4866719506
618	0.4865936126
619	0.4863178308
620	0.4862484919
621	0.4862479094
622	0.4861639388
623	0.4860890255
624	0.4859915189
625	0.4859078936
626	0.4858372634
627	0.4858292284
628	0.485766492
629	0.4855627577
630	0.4854974186
631	0.4853166689
632	0.4849794755
633	0.4848730456
634	0.4848522929
635	0.4848191955
636	0.4848191944
637	0.4848190076
638	0.4847754382
639	0.4846787898
640	0.4845821347
641	0.4845821298
642	0.4845314261
643	0.484353924
644	0.4843515531
645	0.4840930581
646	0.4840293311
647	0.4839994664
648	0.4839981809
649	0.4839590623
650	0.4834471567
651	0.4829154037
652	0.4827280468
653	0.4826143704
654	0.4825435363
655	0.4824361572
656	0.4822289954
657	0.4820787949
658	0.4819149104
659	0.4818542043
660	0.4817734963
661	0.4814205895
662	0.4812404595
663	0.4810901264
664	0.4808632812
665	0.4807623354
666	0.4806708221
667	0.4804383568
668	0.4804325173
669	0.4803391814
670	0.480256967
671	0.4801960799
672	0.4801024848
673	0.4800381724
674	0.4800064447
675	0.4800064446
676	0.4797913258
677	0.4796974623
678	0.4796597937
679	0.4795072386
680	0.4793448454
681	0.4791899142
682	0.4790261903
683	0.4789586682
684	0.4788886094
685	0.4787236628
686	0.4786445544
687	0.47864384
688	0.4786426023
689	0.4784823465
690	0.4784550659
691	0.4783108379
692	0.4782502031
693	0.4782492838
694	0.4781821593
695	0.4779147514
696	0.4779134722
697	0.4778203425
698	0.4776053395
699	0.477561245
700	0.4775558584
701	0.4774734719
702	0.4772891313
703	0.4772221732
704	0.4770571495
705	0.4770547026
706	0.4769494294
707	0.4766446829
708	0.4765508293
709	0.4764954957
710	0.4764949795
711	0.4763487874
712	0.4762083166
713	0.4759946547
714	0.4759941902
715	0.4759143927
716	0.4758137195
717	0.4756899306
718	0.4754890476
719	0.4753436959
720	0.4752571665
721	0.4752334253
722	0.475201976
723	0.4751474803
724	0.4750037563
725	0.474971971
726	0.4749702179
727	0.4748662965
728	0.4748662963
729	0.4748235244
730	0.4747013899
731	0.4746382798
732	0.4742418639
733	0.4741039081
734	0.4739901857
735	0.4739190997
736	0.473805025
737	0.4737711255
738	0.473666034
739	0.4735764552
740	0.4735755981
741	0.4735749502
742	0.4734844253
743	0.4733139997
744	0.4732254875
745	0.4730054336
746	0.4728210649
747	0.4726072606
748	0.472555283
749	0.472436289
750	0.4722297884
751	0.4721419169
752	0.4720080856
753	0.4720080844
754	0.4718359316
755	0.4717936666
756	0.4717566373
757	0.4716623573
758	0.4715948035
759	0.4714767691
760	0.4713993532
761	0.4712944964
762	0.4712185915
763	0.4712185903
764	0.4711193093
765	0.4710137817
766	0.470924421
767	0.4707690688
768	0.4707687463
769	0.4707671783
770	0.470588858
771	0.4703032246
772	0.4701243304
773	0.4697746679
774	0.4696296712
775	0.4695497388
776	0.4693951066
777	0.469395105
778	0.4693131121
779	0.4691536759
780	0.4690632768
781	0.4690601878
782	0.4689718628
783	0.4688412841
784	0.4687529858
785	0.4685624414
786	0.4684258716
787	0.468279971
788	0.4682796247
789	0.4681252376
790	0.4680858184
791	0.4680836664
792	0.4679845029
793	0.4678093693
794	0.4678080556
795	0.4677512552
796	0.4675962917
797	0.4673735823
798	0.4673101832
799	0.4671703165
800	0.4671146311
801	0.4669740188
802	0.4668960399
803	0.4663568389
804	0.4662511282
805	0.4662505625
806	0.4662500331
807	0.4660826122
808	0.4658346251
809	0.46561119
810	0.4654892114
811	0.4654872409
812	0.465455403
813	0.4654547151
814	0.4653977151
815	0.4653170143
816	0.4650550147
817	0.4650047449
818	0.4650009309
819	0.464962617
820	0.4648704331
821	0.464869559
822	0.4647189521
823	0.4646835568
824	0.4644599
825	0.4642530116
826	0.4641974803
827	0.4639110839
828	0.4636989025
829	0.4635813053
830	0.463492032
831	0.4634237681
832	0.4634219612
833	0.4633386376
834	0.4632673889
835	0.4631586871
836	0.4630007025
837	0.4628210533
838	0.4625954039
839	0.4625952883
840	0.4625948637
841	0.4624426136
842	0.4624409586
843	0.4624187843
844	0.4622647756
845	0.4620311942
846	0.4619191719
847	0.4617093461
848	0.461709346
849	0.4615845374
850	0.4615626696
851	0.4613900801
852	0.4613896401
853	0.461381919
854	0.4613196621
855	0.4611649065
856	0.4611643403
857	0.461093262
858	0.4609799009
859	0.4609160564
860	0.4608816602
861	0.4608229027
862	0.4607580104
863	0.4606831206
864	0.4603706776
865	0.4603210984
866	0.4602604104
867	0.4600711696
868	0.4600513809
869	0.4598501333
870	0.4597665292
871	0.4597572959
872	0.4596593038
873	0.459659168
874	0.4594610725
875	0.4591663466
876	0.4591129819
877	0.4589591779
878	0.4588428979
879	0.4587813453
880	0.4587534393
881	0.4585941567
882	0.458345561
883	0.4583192213
884	0.4581874846
885	0.4580259106
886	0.4579720511
887	0.4579076878
888	0.4576643807
889	0.4576641207
890	0.4575815932
891	0.4575222873
892	0.4574233273
893	0.4573860927
894	0.4572557933
895	0.4572124714
896	0.4571219683
897	0.4570136871
898	0.4570129014
899	0.4569087929
900	0.4568691288
901	0.4567440135
902	0.4567414756
903	0.4566545932
904	0.4566201531
905	0.4565166424
906	0.4564506231
907	0.4562672524
908	0.4561061592
909	0.4561058023
910	0.4558286029
911	0.4556879568
912	0.4555443
913	0.4555424896
914	0.4554678854
915	0.4554648042
916	0.4553948361
917	0.4553180406
918	0.4552161317
919	0.4551127575
920	0.4550735106
921	0.4547689226
922	0.4547131963
923	0.4545316906
924	0.4543352802
925	0.454260703
926	0.4542195152
927	0.454166818
928	0.4541074164
929	0.4540823307
930	0.4538994164
931	0.4535122861
932	0.4534108852
933	0.4533577422
934	0.4533352906
935	0.4532905272
936	0.4531589923
937	0.4529274276
938	0.4528833917
939	0.452746242
940	0.4526488886
941	0.4526255264
942	0.4524811233
943	0.4524774659
944	0.4523942266
945	0.4523928527
946	0.4523905153
947	0.4523119977
948	0.4519975005
949	0.4517172937
950	0.4515390607
951	0.451266668
952	0.4510614815
953	0.4509801441
954	0.4508991845
955	0.4507680144
956	0.4506217125
957	0.4504631867
958	0.4502952392
959	0.4501048916
960	0.4500273354
961	0.4498319833
962	0.4497175279
963	0.4497161178
964	0.4494320484
965	0.4493500603
966	0.4492237922
967	0.4492224782
968	0.4492194105
969	0.4489634406
970	0.4488798883
971	0.4487496599
972	0.4486992154
973	0.4484324653
974	0.4482102842
975	0.448092216
976	0.4479999779
977	0.4479536962
978	0.4477990136
979	0.4477970697
980	0.4476931346
981	0.447497492
982	0.4473054437
983	0.4473054031
984	0.4472595334
985	0.4472595327
986	0.4472207428
987	0.4471521856
988	0.4470875929
989	0.447087403
990	0.4469744472
991	0.4468156754
992	0.4468133697
993	0.4467379075
994	0.4465994581
995	0.446312447
996	0.446311466
997	0.4463080032
998	0.446307509
999	0.4460748934
1000	0.4457359956
1001	0.4456952363
1002	0.4455382737
1003	0.4453896361
1004	0.4452961659
1005	0.4452778197
1006	0.4452771496
1007	0.4451885042
1008	0.4449694822
1009	0.4448601771
1010	0.4444855975
1011	0.4444486949
1012	0.4441712927
1013	0.4440984059
1014	0.4439032784
1015	0.4437596489
1016	0.4436385501
1017	0.4435647176
1018	0.4433496802
1019	0.4433049989
1020	0.4431591694
1021	0.4430505272
1022	0.4430379017
1023	0.4429167796
1024	0.4427635172
1025	0.4425251
1026	0.442321982
1027	0.4422936131
1028	0.4422317987
1029	0.4421312283
1030	0.4418947369
1031	0.4418577463
1032	0.4417067291
1033	0.4416598054
1034	0.4415890423
1035	0.4414155051
1036	0.4412097153
1037	0.4411764538
1038	0.4410353927
1039	0.4407924604
1040	0.440723554
1041	0.4406124594
1042	0.4406119867
1043	0.440325205
1044	0.4400258003
1045	0.439992605
1046	0.4398095087
1047	0.4394900408
1048	0.4394705865
1049	0.4391937008
1050	0.4390641398
1051	0.4388300271
1052	0.43869545
1053	0.4386230911
1054	0.4384883444
1055	0.4384030642
1056	0.4382868919
1057	0.4378824164
1058	0.4378747375
1059	0.4376668538
1060	0.4374407868
1061	0.4374406044
1062	0.437368296
1063	0.4373275359
1064	0.4371247984
1065	0.436892927
1066	0.43679572
1067	0.4366872282
1068	0.4364951299
1069	0.4362142528
1070	0.4360062942
1071	0.435897774
1072	0.4358028882
1073	0.4356390899
1074	0.4354321156
1075	0.4352538611
1076	0.4352533283
1077	0.4351280388
1078	0.4350680669
1079	0.4349018906
1080	0.4347550904
1081	0.4345833974
1082	0.4343140498
1083	0.4342267938
1084	0.4341875499
1085	0.4340627644
1086	0.433993727
1087	0.4337897624
1088	0.4335721699
1089	0.4334982523
1090	0.433385379
1091	0.4333848267
1092	0.4332785293
1093	0.433197793
1094	0.4330061035
1095	0.4330034928
1096	0.4327777376
1097	0.432636908
1098	0.4325633751
1099	0.432387259
1100	0.4322844524
1101	0.4320639188
1102	0.4318962532
1103	0.4317118126
