iter	MultiClass
248	0.9037379492
249	0.9032558143
250	0.9028761386
251	0.9023973619
252	0.9019820124
253	0.9017032118
254	0.9013068081
255	0.9009485493
256	0.9005537297
257	0.9001037835
258	0.8996898914
259	0.8993330266
260	0.8989956779
261	0.8986258236
262	0.8982194083
263	0.8978983441
264	0.8976034491
265	0.8972616649
266	0.8969392701
267	0.8966093349
268	0.8962766118
269	0.895938566
270	0.8955509698
271	0.8951361272
272	0.8948332484
273	0.8945649662
274	0.8942430149
275	0.894015032
276	0.8936828158
277	0.8934052191
278	0.8930610905
279	0.8928023762
280	0.8925380859
281	0.8921854665
282	0.8919198456
283	0.8916245071
284	0.8913124405
285	0.8910181791
286	0.890628682
287	0.8903376522
288	0.890054036
289	0.8896997058
290	0.8893926449
291	0.8891473004
292	0.8888080508
293	0.8886420377
294	0.8884445328
295	0.8881656689
296	0.8878706472
297	0.8875303837
298	0.8872852293
299	0.8870559792
300	0.886688596
301	0.8865278421
302	0.8862511325
303	0.8859618769
304	0.8856989173
305	0.8853930604
306	0.8851352965
307	0.8848981259
308	0.8845892276
309	0.8842521957
310	0.8840982217
311	0.8838770821
312	0.8836696292
313	0.8834105347
314	0.8830395398
315	0.8827001001
316	0.8824109712
317	0.8822236679
318	0.8819699594
319	0.8817384915
320	0.8815311652
321	0.8812844267
322	0.8811398306
323	0.8807773265
324	0.8804487219
325	0.880197548
326	0.8799548014
327	0.8797131319
328	0.879509861
329	0.8793084909
330	0.8790403988
331	0.8789174731
332	0.8787585567
333	0.8786087648
334	0.8784394568
335	0.8782341582
336	0.8780904491
337	0.8779814001
338	0.8778134227
339	0.8776216206
340	0.8772576591
341	0.8770256843
342	0.8768374939
343	0.8765305598
344	0.8762266038
345	0.8760668004
346	0.875877913
347	0.8756861108
348	0.8755019124
349	0.8752589757
350	0.8750501287
351	0.8748643461
352	0.8746305338
353	0.8744643306
354	0.8742311519
355	0.8739669884
356	0.8737288039
357	0.8736307802
358	0.8734543755
359	0.8732991342
360	0.8732009837
361	0.873044095
362	0.8728597065
363	0.8726585899
364	0.8724716667
365	0.8722708669
366	0.8720467493
367	0.8719162833
368	0.871762943
369	0.8714871205
370	0.8713157215
371	0.8711383029
372	0.8710371743
373	0.8708972038
374	0.8707139557
375	0.8705066295
376	0.870365455
377	0.8702365731
378	0.8699658197
379	0.8698297143
380	0.8696437416
381	0.8694282414
382	0.8691919579
383	0.869031014
384	0.8688350298
385	0.8686687633
386	0.8685242305
387	0.8683411726
388	0.8682112135
389	0.868042349
390	0.8677282548
391	0.86750306
392	0.867383049
393	0.8672322432
394	0.867098609
395	0.8669477399
396	0.8667601198
397	0.8665635654
398	0.8663601043
399	0.8661011999
400	0.865966742
401	0.8658225894
402	0.8656798942
403	0.8655332704
404	0.8653699186
405	0.865182552
406	0.865037639
407	0.8648695983
408	0.8646118979
409	0.8644430334
410	0.8642279768
411	0.8640458693
412	0.8638851154
413	0.8637351334
414	0.8635082277
415	0.8633864425
416	0.8632765697
417	0.8631304529
418	0.8629715366
419	0.8628288413
420	0.8626056108
421	0.8624148225
422	0.8622644602
423	0.8621859525
424	0.8620264659
425	0.8617849232
426	0.8616043998
427	0.8614952241
428	0.8613582949
429	0.8612005192
430	0.8610971728
431	0.8608923811
432	0.8606763107
433	0.8604993357
434	0.8603115888
435	0.8601736459
436	0.8599990787
437	0.8597614645
438	0.8595569897
439	0.8594250029
440	0.8591951192
441	0.8590312605
442	0.8587952938
443	0.8586744591
444	0.8584978642
445	0.8583007395
446	0.8581592482
447	0.858045637
448	0.8578538349
449	0.8577660127
450	0.8576633
451	0.8575437959
452	0.8573277255
453	0.8572139241
454	0.8570662232
455	0.8569223874
456	0.8567286844
457	0.8566535349
458	0.8564957592
459	0.8563487552
460	0.856208151
461	0.8559818156
462	0.8557947658
463	0.8556815347
464	0.8554813685
465	0.8553947503
466	0.8552418535
467	0.8551556788
468	0.8549463249
469	0.854823019
470	0.8546913491
471	0.854492767
472	0.8542763797
473	0.8541440128
474	0.8540335697
475	0.8539489157
476	0.85380508
477	0.8535886927
478	0.8534290794
479	0.8532377841
480	0.853156235
481	0.8530432574
482	0.8528484771
483	0.8526758742
484	0.852536664
485	0.8524079722
486	0.8522650235
487	0.8520537054
488	0.8518521452
489	0.8517593173
490	0.8516318294
491	0.8515246179
492	0.8514058742
493	0.8513405461
494	0.8511432947
495	0.8510310141
496	0.850875456
497	0.8508049322
498	0.8506156646
499	0.8504439488
500	0.8503352799
501	0.8501939787
502	0.850076629
503	0.8499381791
504	0.8498411058
505	0.8497719126
506	0.8496280135
507	0.8494869657
508	0.8493039712
509	0.849174519
510	0.8490075554
511	0.8488300735
512	0.8486482195
513	0.8485733869
514	0.8484880359
515	0.8484040155
516	0.8483177774
517	0.8481847769
518	0.8480601403
519	0.8478755617
520	0.847751432
521	0.8476595546
522	0.8475313697
523	0.8474476028
524	0.8472526958
525	0.8471444705
526	0.8469571672
527	0.8468298694
528	0.8467438214
529	0.8466710164
530	0.846551639
531	0.8464133793
532	0.8463356953
533	0.8461872974
534	0.846068617
535	0.8459976496
536	0.8458645223
537	0.8457047189
538	0.8455634177
539	0.8454563963
540	0.8452585746
541	0.8451852627
542	0.8450426308
543	0.8449570897
544	0.8448477239
545	0.8447380412
546	0.844618347
547	0.8444742578
548	0.8444117178
549	0.8443064072
550	0.844149962
551	0.8440685396
552	0.8439497325
553	0.8437821987
554	0.8436382996
555	0.8434694985
556	0.8434086693
557	0.8433046893
558	0.843185312
559	0.8430462285
560	0.8429237463
561	0.8428182456
562	0.8427152795
563	0.8426046464
564	0.8424561217
565	0.8422651433
566	0.8421237787
567	0.8420039578
568	0.8418757729
569	0.8417456237
570	0.8416316957
571	0.8415107976
572	0.8414264604
573	0.8412840187
574	0.8411851712
575	0.8411213005
576	0.8410465946
577	0.8408686691
578	0.8407692514
579	0.8406768036
580	0.840593607
581	0.8404658657
582	0.8403705032
583	0.8402274911
584	0.8401333326
585	0.8400106603
586	0.8399495776
587	0.839818478
588	0.8397076548
589	0.8395458237
590	0.8394102886
591	0.8392968674
592	0.839205687
593	0.839055198
594	0.8389185224
595	0.838804024
596	0.8386383911
597	0.8385453731
598	0.8384827063
599	0.8383967217
600	0.8382976208
601	0.8381783068
602	0.8380791425
603	0.8379384749
604	0.8378548981
605	0.8377608029
606	0.8376526409
607	0.8375165989
608	0.8373278383
609	0.8372834836
610	0.8371533344
611	0.837015645
612	0.8368994358
613	0.8368509625
614	0.8367466024
615	0.8365663325
616	0.8363608437
617	0.8362768234
618	0.8362111152
619	0.8360355341
620	0.8359629193
621	0.8358757941
622	0.8357947518
623	0.8357121255
624	0.8356480647
625	0.8355208936
626	0.835346263
627	0.8352550826
628	0.8351524966
629	0.8350148072
630	0.8349110807
631	0.834745828
632	0.8346405807
633	0.8345525051
634	0.8344222925
635	0.834308111
636	0.8342287796
637	0.8341424148
638	0.8340468622
639	0.8339262176
640	0.8338363678
641	0.8337396113
642	0.8335808217
643	0.8335041515
644	0.8333881958
645	0.8333286972
646	0.8331941126
647	0.8330698562
648	0.8329509224
649	0.8328857211
650	0.8327920694
651	0.8326774444
652	0.8324845017
653	0.832410873
654	0.8322414383
655	0.8321828901
656	0.8320599011
657	0.8319083983
658	0.8318307143
659	0.83173852
660	0.831686435
661	0.8315882212
662	0.831522703
663	0.8314089017
664	0.8312724161
665	0.8311439778
666	0.8310956946
667	0.8309912077
668	0.8309405167
669	0.8308230403
670	0.8307463701
671	0.8306429604
672	0.8305398676
673	0.8304650983
674	0.8303436933
675	0.8302329335
676	0.8301793911
677	0.8300380265
678	0.8299730153
679	0.8299187759
680	0.8298399514
681	0.8297222215
682	0.8296163406
683	0.8294994978
684	0.8294435476
685	0.8293374133
686	0.8291912331
687	0.8291228002
688	0.8290532268
689	0.8289566604
690	0.8289152205
691	0.8287955897
692	0.8287085279
693	0.8286759589
694	0.8286039143
695	0.8284883388
696	0.8283911387
697	0.8282533225
698	0.8281929369
699	0.8281101204
700	0.8280262268
701	0.8278697183
702	0.8277529388
703	0.8276625821
704	0.8275584121
705	0.8274604517
706	0.827368194
707	0.8272785976
708	0.8271650498
709	0.827064935
710	0.8269740714
711	0.8268422747
712	0.826719349
713	0.8265831169
714	0.8264273054
715	0.8262590746
716	0.826179553
717	0.8260900834
718	0.8259743178
719	0.8258420776
720	0.8257045148
721	0.8256384264
722	0.82554864
723	0.8253929552
724	0.8253007609
725	0.8252193384
726	0.8250953355
727	0.8249453535
728	0.824876984
729	0.8248070938
730	0.8247312473
731	0.8245908332
732	0.8244520032
733	0.8243150107
734	0.8242316873
735	0.8241282143
736	0.8240202424
737	0.8239524432
738	0.823791119
739	0.8236384124
740	0.8235734645
741	0.8234794327
742	0.823409986
743	0.8233156373
744	0.8231882128
745	0.8230840427
746	0.8229903277
747	0.8229037094
748	0.8227373795
749	0.8226162914
750	0.8225005891
751	0.8224172658
752	0.8222857226
753	0.8222141215
754	0.8221429006
755	0.8220398078
756	0.8219074409
757	0.8218116348
758	0.8217369923
759	0.8216861746
760	0.8216265493
761	0.8215584332
762	0.8215071719
763	0.8214595857
764	0.8214054731
765	0.8213167004
766	0.821220641
767	0.8211567703
768	0.8210348584
769	0.8209534993
770	0.8209014776
771	0.8208274688
772	0.8207762708
773	0.8207135407
774	0.8206212197
775	0.820530356
776	0.8204560303
777	0.8203637093
778	0.8202448389
779	0.8201695627
780	0.8200844018
781	0.8200264873
782	0.8198554051
783	0.8197957165
784	0.8197189196
785	0.819576161
786	0.8194453782
787	0.8193434259
788	0.8192390024
789	0.819162649
790	0.8190923152
791	0.8190422579
792	0.8189855473
793	0.8188989924
794	0.8187845574
795	0.8186976223
796	0.8185910445
797	0.8185123467
798	0.8184104577
799	0.8183237127
800	0.8182377914
801	0.8180885064
802	0.8179930805
803	0.8178906213
804	0.8178057772
805	0.8176920393
806	0.8176546546
807	0.8175886296
808	0.8175313488
809	0.8174137456
810	0.8173247195
811	0.8172145933
812	0.8171433724
813	0.8170435744
814	0.8169817948
815	0.8168095087
816	0.8167405689
817	0.8166196708
818	0.8165364108
819	0.8164468778
820	0.8163928919
821	0.8163331398
822	0.8162069192
823	0.8161552144
824	0.8160084005
825	0.8159234297
826	0.8158316156
827	0.8156963973
828	0.8155843702
829	0.8155276596
830	0.8154548546
831	0.8153654483
832	0.8152595675
833	0.8151332201
834	0.8150594013
835	0.8149244365
836	0.8148439011
837	0.8147250307
838	0.8146610967
839	0.8145734646
840	0.8144720192
841	0.8144244963
842	0.8143353435
843	0.8142416919
844	0.8141966402
845	0.8140646535
846	0.8139516759
847	0.813883243
848	0.8137283819
849	0.8136297246
850	0.8135448805
851	0.8134451459
852	0.8133643571
853	0.8133010567
854	0.8132314833
855	0.8131883959
856	0.8130509599
857	0.8129824636
858	0.8129331666
859	0.8128344459
860	0.8127290085
861	0.8126326956
862	0.8125809274
863	0.812486452
864	0.8123959052
865	0.8123035208
866	0.8122188668
867	0.8121670986
868	0.8121031012
869	0.8120406879
870	0.8119246055
871	0.8118827854
872	0.8117876764
873	0.8116734315
874	0.8116126656
875	0.8115598202
876	0.811516226
877	0.811377396
878	0.8112755704
879	0.8111862275
880	0.8110740736
881	0.8110308595
882	0.8109230777
883	0.8108491956
884	0.8107842477
885	0.8107167019
886	0.8106269154
887	0.8105127339
888	0.8103927229
889	0.8103479248
890	0.8102433112
891	0.8101451607
892	0.8100717221
893	0.8100273041
894	0.8099697698
895	0.8098338545
896	0.8097456521
897	0.8096564993
898	0.809519887
899	0.8094193921
900	0.8093851756
901	0.8092932348
902	0.8092310749
903	0.8091183508
904	0.8090536564
905	0.8089575969
906	0.8088859325
907	0.808814078
908	0.808768266
909	0.808674741
910	0.8086355822
911	0.8085603694
912	0.8085015045
913	0.8084541717
914	0.8083837112
915	0.8082732048
916	0.8081816442
917	0.8081139717
918	0.8080319156
919	0.8078913747
920	0.8078173025
921	0.8077310644
922	0.8076291121
923	0.8075516816
924	0.807481221
925	0.8073758471
926	0.8072824489
927	0.8072121151
928	0.8070506642
929	0.8069594204
930	0.8068893401
931	0.8067982863
932	0.8067436667
933	0.8066603434
934	0.8065901363
935	0.8065226539
936	0.8064642959
937	0.8063853446
938	0.8062899821
939	0.806209827
940	0.8061324598
941	0.8060201158
942	0.8059756978
943	0.8058826165
944	0.805810952
945	0.8056952498
946	0.8056230151
947	0.8055593979
948	0.8054664432
949	0.8053856544
950	0.8052919394
951	0.805257216
952	0.8051446186
953	0.8050464681
954	0.8049821539
955	0.8049418546
956	0.8048369241
957	0.8047268613
958	0.8046406232
959	0.8046109689
960	0.8045495061
961	0.8044963439
962	0.8044464766
963	0.8043909066
964	0.8043117019
965	0.804248845
966	0.8041352971
967	0.8040564092
968	0.8039784084
969	0.8039051599
970	0.8038524412
971	0.8037504889
972	0.8036705872
973	0.8035926498
974	0.8035514
975	0.8034563543
976	0.8033745517
977	0.803285082
978	0.8032269141
979	0.8031439076
980	0.8030957511
981	0.8030508895
982	0.802988096
983	0.8029220076
984	0.8028682751
985	0.8028194217
986	0.8027414209
987	0.8026852172
988	0.8026070263
989	0.8024958863
990	0.8024014742
991	0.8023310137
992	0.8022651154
993	0.8021950984
994	0.8020746439
995	0.8019524786
996	0.8018955145
997	0.8017919781
998	0.8017464196
999	0.8016902793
1000	0.8016331885
1001	0.8015496751
1002	0.8014788977
1003	0.8013866401
1004	0.8012893767
1005	0.8012273436
1006	0.8011677816
1007	0.8011254546
1008	0.8010644987
1009	0.8010030358
1010	0.8009669818
1011	0.8009082436
1012	0.8008110436
1013	0.800768083
1014	0.8007203067
1015	0.8006570696
1016	0.800576661
1017	0.8005292649
1018	0.8004307976
1019	0.8003536205
1020	0.8002926012
1021	0.8001955279
1022	0.8001395144
1023	0.8000624006
1024	0.8000015081
1025	0.7999290833
1026	0.7998353049
1027	0.799778721
1028	0.7996013025
1029	0.7995438315
1030	0.7994308539
1031	0.7993710385
1032	0.7992888557
1033	0.7992193457
1034	0.7991602273
1035	0.7990140471
1036	0.798922423
1037	0.7988916282
1038	0.7988320029
1039	0.7987251716
1040	0.7986592733
1041	0.7985878623
1042	0.7984868605
1043	0.7983962503
1044	0.7983228117
1045	0.7982316946
1046	0.798170105
1047	0.7980795582
1048	0.7980081472
1049	0.797915446
1050	0.7978421975
1051	0.7977939143
1052	0.7977210459
1053	0.7976651591
1054	0.7975648542
1055	0.797505419
1056	0.7974350852
1057	0.7973799588
1058	0.7973030351
1059	0.7972420158
1060	0.7971647754
1061	0.7970717574
1062	0.7970080768
1063	0.7969005485
1064	0.7968449784
1065	0.7967938439
1066	0.7967319375
1067	0.7966662926
1068	0.7965948183
1069	0.7965367771
1070	0.7964876701
1071	0.7964305794
1072	0.7963685462
1073	0.7963212769
1074	0.796229843
1075	0.7961652753
1076	0.7961206672
1077	0.796082142
1078	0.7960479256
1079	0.7959310194
1080	0.7958012504
1081	0.795753284
1082	0.7957127312
1083	0.7956278238
1084	0.7955104107
1085	0.7954313327
1086	0.7953616959
1087	0.7952791329
1088	0.7952403543
1089	0.7951867486
1090	0.795124462
1091	0.7950115477
1092	0.7949561044
1093	0.7948666348
1094	0.7947577758
1095	0.7946784444
1096	0.7946127362
1097	0.7945371432
1098	0.7944787851
1099	0.7944242923
1100	0.7943893789
1101	0.7943434401
1102	0.7943105543
1103	0.7942591663
1104	0.7942242529
1105	0.7941236946
1106	0.794046771
1107	0.7939729522
1108	0.7939059133
1109	0.7938571232
1110	0.793812325
1111	0.793765119
1112	0.7936297106
1113	0.793559757
1114	0.7934483001
1115	0.7933518605
1116	0.793277408
1117	0.7931947817
1118	0.7931335723
1119	0.7930480946
1120	0.7929289707
1121	0.7928521738
1122	0.7927666961
1123	0.7927002275
1124	0.7926452277
1125	0.792575781
1126	0.7925175497
1127	0.7924297275
1128	0.7923853095
1129	0.7923193478
1130	0.7922590889
1131	0.7922058
1132	0.7920983984
1133	0.7919864979
1134	0.7919014638
1135	0.7918185839
1136	0.7917730254
1137	0.7916877378
1138	0.7916341954
1139	0.7915644952
1140	0.7914596915
1141	0.791344116
1142	0.7912661152
1143	0.7911918529
1144	0.791112268
1145	0.7910572682
1146	0.7910020784
1147	0.7909370672
1148	0.7908867563
1149	0.7908024192
1150	0.7907095912
1151	0.7906481917
1152	0.7905419307
1153	0.7904205891
1154	0.7903543106
1155	0.7903005781
1156	0.7902376579
1157	0.7901781593
1158	0.7901222724
1159	0.7900526357
1160	0.7899896521
1161	0.7899150095
1162	0.7898754072
1163	0.7897903096
1164	0.7897531785
1165	0.789696658
1166	0.7896537607
1167	0.7895679028
1168	0.7895030817
1169	0.7894245106
1170	0.7893718553
1171	0.7893248394
1172	0.7892358133
1173	0.7891616143
1174	0.7890725882
1175	0.7890018109
1176	0.7889361026
1177	0.7888437183
1178	0.7887867542
1179	0.7886884137
1180	0.7885816457
1181	0.7885113753
1182	0.788458023
1183	0.7884119575
1184	0.7883349072
1185	0.7882659674
1186	0.788174977
1187	0.7880550928
1188	0.7879893212
1189	0.7879184805
1190	0.7878656985
1191	0.7878127897
1192	0.7877235102
1193	0.7876768111
1194	0.7876319495
1195	0.7875784705
1196	0.7874474342
1197	0.7873580913
1198	0.7872795836
1199	0.787227752
1200	0.7870965256
1201	0.7869759444
1202	0.7869168894
1203	0.7868637905
1204	0.7867801503
1205	0.7867025297
1206	0.7866437915
1207	0.7865744715
1208	0.7865400016
1209	0.786478919
1210	0.7864095356
1211	0.7863040983
1212	0.7862151356
1213	0.7861804122
1214	0.7861328894
1215	0.7860552054
1216	0.7860103439
1217	0.7859549006
1218	0.7859152349
1219	0.7858641637
1220	0.785803778
1221	0.7856983407
1222	0.7856273099
1223	0.7855807375
1224	0.7854747933
1225	0.7854232785
1226	0.7853775933
1227	0.7853135325
1228	0.785232617
1229	0.7851733085
1230	0.7851273064
1231	0.7850266213
1232	0.7849670594
1233	0.7848943178
1234	0.7848127686
1235	0.7847528898
1236	0.7846819858
1237	0.7846171013
1238	0.7845397975
1239	0.7844789049
1240	0.7844141471
1241	0.7843267051
1242	0.7842870394
1243	0.7842455361
1244	0.7842078347
1245	0.7841409225
1246	0.7840866198
1247	0.7839962631
1248	0.7839159812
1249	0.7838655436
1250	0.7838054747
1251	0.7837760106
1252	0.7837336202
1253	0.7836404121
1254	0.7835911151
1255	0.7835247099
1256	0.7834728149
1257	0.7833808741
1258	0.7833105403
1259	0.7831964855
1260	0.7831701262
1261	0.7831095504
1262	0.7830722926
1263	0.7829874485
1264	0.7829299142
1265	0.7828515965
1266	0.782798371
1267	0.7827180257
1268	0.7826385675
1269	0.7825249563
1270	0.7824866846
1271	0.7824150835
1272	0.782363949
1273	0.7823022326
1274	0.7822656717
1275	0.7822118125
1276	0.7821163867
1277	0.7820305922
1278	0.7819909898
1279	0.7819605118
1280	0.7819175512
1281	0.7818507658
1282	0.7818044469
1283	0.7817207433
1284	0.7816753749
1285	0.7816106171
1286	0.7815733592
1287	0.7814560095
1288	0.7814139359
1289	0.7813041265
1290	0.7812453883
1291	0.7811777158
1292	0.7810980675
1293	0.7810161382
1294	0.7809068357
1295	0.7808212946
1296	0.7807501371
1297	0.7807225738
1298	0.7806675107
1299	0.78058273
1300	0.7805456622
1301	0.7804651268
1302	0.7803863023
1303	0.7803319362
1304	0.7802510206
1305	0.7801966545
1306	0.7800853878
1307	0.780029691
1308	0.7799411718
1309	0.7799015061
1310	0.7798416907
1311	0.7797554526
1312	0.7797012132
1313	0.7796359485
1314	0.7795742956
1315	0.7795350734
1316	0.7794831151
1317	0.7794368596
1318	0.7793548035
1319	0.7793084846
1320	0.7791904378
1321	0.7791298621
1322	0.7790559166
1323	0.7790069364
1324	0.7789785494
1325	0.7788838206
1326	0.7787919431
1327	0.7787198351
1328	0.7786659126
1329	0.7786165522
1330	0.7785472956
1331	0.7785168176
1332	0.7784876703
1333	0.7783779242
1334	0.778321277
1335	0.7782370032
1336	0.7782048778
1337	0.7781628042
1338	0.7781320094
1339	0.7780881617
1340	0.7779789859
1341	0.7779349481
1342	0.7778729783
1343	0.7778380015
1344	0.7777683647
1345	0.7777124779
1346	0.7776636878
1347	0.7776056466
1348	0.7775489994
1349	0.7775164937
1350	0.7774889305
1351	0.7774268974
1352	0.7773474392
1353	0.7772694384
1354	0.7772252739
1355	0.7771765471
1356	0.7771136903
1357	0.7770649002
1358	0.7769806263
1359	0.7769351945
1360	0.7768756959
1361	0.7768293137
1362	0.7767706388
1363	0.7767134847
1364	0.7766396659
1365	0.7765963884
1366	0.7765612215
1367	0.7765076792
1368	0.7764202371
1369	0.7763665047
1370	0.7762956006
1371	0.7762511826
1372	0.7761925711
1373	0.77610703
1374	0.7760334647
1375	0.7759953831
1376	0.7759656021
1377	0.7759209306
1378	0.7758794274
1379	0.7758461614
1380	0.7757827976
1381	0.7757528899
1382	0.7757203209
1383	0.7756631668
1384	0.7755546247
1385	0.7755162896
1386	0.7754304317
1387	0.7753873443
1388	0.7753549021
1389	0.7752843148
1390	0.7752105594
1391	0.7751630366
1392	0.7750953007
1393	0.7750269946
1394	0.7749092013
1395	0.7748434297
1396	0.7748008493
1397	0.7747347608
1398	0.774675389
1399	0.7745760346
1400	0.7745296523
1401	0.7744833334
1402	0.7744384085
1403	0.7743407649
1404	0.774232603
1405	0.7741711401
1406	0.774128623
1407	0.7740895276
1408	0.7740401672
1409	0.7740003114
1410	0.7739374545
1411	0.7738706057
1412	0.7737856349
1413	0.7737127666
1414	0.7736457911
1415	0.7735798927
1416	0.7735373123
1417	0.7734878252
1418	0.7734255386
1419	0.7733236497
1420	0.7732683965
1421	0.7732110522
1422	0.7731551654
1423	0.773078812
1424	0.7730305922
1425	0.7729706501
1426	0.7729146365
1427	0.772865593
1428	0.7728112268
1429	0.7727676959
1430	0.7727107319
1431	0.7726679614
1432	0.7726061183
1433	0.7725526393
1434	0.772496499
1435	0.7724248979
1436	0.7723825709
1437	0.7723060275
1438	0.772258568
1439	0.7721701756
1440	0.7721042773
1441	0.7720642313
1442	0.7720103721
1443	0.7719386444
1444	0.7719053784
1445	0.771872049
1446	0.7718207244
1447	0.7717711739
1448	0.7717265658
1449	0.7716954542
1450	0.7716426722
1451	0.7715951494
1452	0.7715479433
1453	0.7714470682
1454	0.7714037274
1455	0.7713745167
1456	0.7713232554
1457	0.771274592
1458	0.7712266257
1459	0.7711874035
1460	0.7711332275
1461	0.7711019891
1462	0.7710168282
1463	0.7709505497
1464	0.7708980211
1465	0.7708520824
1466	0.7707731945
1467	0.770736697
1468	0.7706642088
1469	0.7706080685
1470	0.7705607992
1471	0.7704985759
1472	0.7704568192
1473	0.7704105637
1474	0.7703594925
1475	0.7703174189
1476	0.7702902992
1477	0.7702332718
1478	0.7701647756
1479	0.7701138945
1480	0.7700330423
1481	0.7699620749
1482	0.769897824
1483	0.7698373116
1484	0.7697428996
1485	0.7696965173
1486	0.7696591961
1487	0.7695859475
1488	0.7695323418
1489	0.7694537073
1490	0.7693631605
1491	0.7692824351
1492	0.7692376369
1493	0.7691849182
1494	0.7691502582
1495	0.7691201605
1496	0.7690456447
1497	0.7689942566
1498	0.7689529435
1499	0.7688841304
1500	0.7688489002
1501	0.7687962449
1502	0.7687387739
1503	0.7686911877
1504	0.7686384057
1505	0.7685607217
1506	0.7685121217
1507	0.7684741034
1508	0.7683762698
1509	0.7682723532
1510	0.7682172267
1511	0.7681733156
1512	0.7681155912
1513	0.7680854301
1514	0.7680312541
1515	0.7679787889
1516	0.7679128905
1517	0.7678345095
1518	0.7677908519
1519	0.7677236863
1520	0.7676738824
1521	0.7676370047
