iter	MultiClass
9430	0.5503447654
9431	0.5503364014
9432	0.5503153013
9433	0.5503027553
9434	0.5502914132
9435	0.5502637865
9436	0.5502346392
9437	0.5502275425
9438	0.5502082165
9439	0.5501921221
9440	0.5501831878
9441	0.5501648123
9442	0.5501520762
9443	0.5501241962
9444	0.5501077849
9445	0.5500790178
9446	0.5500701469
9447	0.5500588681
9448	0.5500512645
9449	0.5500358037
9450	0.550019836
9451	0.550006593
9452	0.5499835286
9453	0.5499777625
9454	0.5499561554
9455	0.5499399977
9456	0.5499292258
9457	0.5499109771
9458	0.5498842376
9459	0.5498730222
9460	0.5498490073
9461	0.5498367147
9462	0.5498280973
9463	0.5498163116
9464	0.5498083911
9465	0.549797746
9466	0.5497746182
9467	0.549766571
9468	0.5497545953
9469	0.5497347624
9470	0.5497191749
9471	0.5496985183
9472	0.5496838813
9473	0.5496653791
9474	0.5496511222
9475	0.5496332537
9476	0.5496239392
9477	0.5496087952
9478	0.5495873149
9479	0.5495741353
9480	0.5495593715
9481	0.5495508174
9482	0.5495382714
9483	0.5495295272
9484	0.5495093775
9485	0.5494949939
9486	0.5494864398
9487	0.5494673673
9488	0.5494518432
9489	0.5494407545
9490	0.5494219988
9491	0.5493952593
9492	0.5493834103
9493	0.5493742226
9494	0.5493664288
9495	0.5493541363
9496	0.5493419704
9497	0.5493270166
9498	0.5493196664
9499	0.5493078807
9500	0.5492791769
9501	0.5492623855
9502	0.5492514236
9503	0.5492365965
9504	0.5492180309
9505	0.5492046611
9506	0.5491847015
9507	0.5491670864
9508	0.5491492178
9509	0.5491376222
9510	0.549130272
9511	0.5491018217
9512	0.549087248
9513	0.5490596214
9514	0.5490387114
9515	0.5490146965
9516	0.5489878937
9517	0.5489708488
9518	0.5489602037
9519	0.5489382798
9520	0.5489342879
9521	0.5489224389
9522	0.5489124274
9523	0.548896333
9524	0.5488813158
9525	0.5488605325
9526	0.5488514715
9527	0.5488422203
9528	0.5488329059
9529	0.5488226409
9530	0.5488103484
9531	0.5487954579
9532	0.5487864602
9533	0.5487711262
9534	0.5487583901
9535	0.5487518002
9536	0.5487368464
9537	0.5487217658
9538	0.5487099168
9539	0.5486942026
9540	0.5486751301
9541	0.5486601762
9542	0.5486491509
9543	0.5486349575
9544	0.5486257697
9545	0.5486134771
9546	0.5486025786
9547	0.5485889554
9548	0.5485647504
9549	0.5485499866
9550	0.5485363634
9551	0.5484984719
9552	0.5484783222
9553	0.548468184
9554	0.5484499986
9555	0.5484338408
9556	0.5484175564
9557	0.5484050103
9558	0.5483927811
9559	0.5483761164
9560	0.548367499
9561	0.548359325
9562	0.5483322054
9563	0.5483180119
9564	0.5483019808
9565	0.548288421
9566	0.5482745443
9567	0.5482646596
9568	0.5482455237
9569	0.5482348152
9570	0.5482257542
9571	0.5482035135
9572	0.5481895101
9573	0.5481717683
9574	0.5481577015
9575	0.5481363479
9576	0.5481168953
9577	0.5481052363
9578	0.5480911062
9579	0.5480746316
9580	0.5480530246
9581	0.5480397182
9582	0.5480189349
9583	0.5479935894
9584	0.5479787622
9585	0.5479550642
9586	0.5479432152
9587	0.5479127372
9588	0.5479029158
9589	0.5478830829
9590	0.5478730081
9591	0.547866545
9592	0.5478572939
9593	0.5478372709
9594	0.5478205429
9595	0.5478094542
9596	0.5477966548
9597	0.5477662402
9598	0.5477550881
9599	0.5477348751
9600	0.5477282219
9601	0.5477131413
9602	0.5476956529
9603	0.5476740459
9604	0.5476629572
9605	0.5476483202
9606	0.5476219608
9607	0.547612583
9608	0.5475916096
9609	0.5475770359
9610	0.5475476985
9611	0.5475256479
9612	0.547501443
9613	0.5474855386
9614	0.5474757173
9615	0.5474577219
9616	0.5474530964
9617	0.5474473937
9618	0.5474250262
9619	0.5474072844
9620	0.547398857
9621	0.5473762361
9622	0.5473652742
9623	0.5473545657
9624	0.5473399921
9625	0.5473220601
9626	0.5473024173
9627	0.5472754877
9628	0.5472471008
9629	0.5472362656
9630	0.5472203613
9631	0.5472099062
9632	0.5472017957
9633	0.5471915307
9634	0.5471798085
9635	0.5471621933
9636	0.5471512948
9637	0.5471398893
9638	0.5471251255
9639	0.5471038987
9640	0.5470953445
9641	0.5470860934
9642	0.5470756384
9643	0.5470502295
9644	0.5470230465
9645	0.546990731
9646	0.5469838877
9647	0.5469741296
9648	0.5469599995
9649	0.5469480238
9650	0.5469323729
9651	0.5469160251
9652	0.5468972694
9653	0.5468798444
9654	0.5468647004
9655	0.5468426498
9656	0.5468370104
9657	0.5468280128
9658	0.5468183181
9659	0.5468073562
9660	0.5467922123
9661	0.5467760545
9662	0.5467679439
9663	0.5467549544
9664	0.546743739
9665	0.5467268209
9666	0.5467143382
9667	0.5466957092
9668	0.5466840503
9669	0.5466656114
9670	0.5466531288
9671	0.5466426738
9672	0.5466351968
9673	0.5466244884
9674	0.5466067465
9675	0.5465926164
9676	0.5465750646
9677	0.5465587801
9678	0.5465405314
9679	0.5465187976
9680	0.5465097366
9681	0.5464873692
9682	0.5464599326
9683	0.5464435214
9684	0.5464326229
9685	0.5464240688
9686	0.5464105089
9687	0.5463975827
9688	0.5463838961
9689	0.5463728708
9690	0.5463580437
9691	0.5463503767
9692	0.5463403652
9693	0.5463236372
9694	0.5463096971
9695	0.5463006995
9696	0.5462887871
9697	0.5462789657
9698	0.5462689542
9699	0.5462605269
9700	0.5462496283
9701	0.5462287182
9702	0.5462022956
9703	0.546185124
9704	0.5461693464
9705	0.5461468523
9706	0.5461327855
9707	0.5461114319
9708	0.5460935633
9709	0.5460793698
9710	0.5460701187
9711	0.5460569391
9712	0.5460474979
9713	0.546019998
9714	0.5460049808
9715	0.5459760869
9716	0.5459631607
9717	0.5459388924
9718	0.5459284373
9719	0.5459219742
9720	0.5459034086
9721	0.5458875043
9722	0.5458750217
9723	0.5458594976
9724	0.5458469515
9725	0.5458371301
9726	0.5458115945
9727	0.5457955635
9728	0.5457817502
9729	0.5457666063
9730	0.5457560245
9731	0.54573974
9732	0.5457249129
9733	0.5457119233
9734	0.545700898
9735	0.5456837898
9736	0.5456679489
9737	0.5456562266
9738	0.5456388015
9739	0.545627903
9740	0.5456116185
9741	0.5455921658
9742	0.5455784159
9743	0.5455609908
9744	0.5455449598
9745	0.5455240498
9746	0.5455124542
9747	0.545494649
9748	0.5454779209
9749	0.5454648046
9750	0.5454469994
9751	0.5454355306
9752	0.5454155076
9753	0.5453980192
9754	0.5453812278
9755	0.5453674145
9756	0.5453544249
9757	0.5453324377
9758	0.5453111475
9759	0.5453022766
9760	0.5452807329
9761	0.5452682502
9762	0.5452466432
9763	0.5452323863
9764	0.5452123634
9765	0.5451931008
9766	0.5451848635
9767	0.5451681988
9768	0.5451500134
9769	0.5451228304
9770	0.5451098408
9771	0.5450969146
9772	0.5450865863
9773	0.5450760045
9774	0.5450540173
9775	0.5450382397
9776	0.5450165059
9777	0.5449985106
9778	0.5449887526
9779	0.5449767769
9780	0.5449544728
9781	0.5449404061
9782	0.5449180386
9783	0.5448908556
9784	0.5448780561
9785	0.544866714
9786	0.544832054
9787	0.5448121578
9788	0.5447937823
9789	0.5447849114
9790	0.544759946
9791	0.5447525325
9792	0.5447351708
9793	0.544722498
9794	0.5447034256
9795	0.5446871411
9796	0.5446762425
9797	0.5446661677
9798	0.5446504534
9799	0.5446434834
9800	0.544630874
9801	0.5446225734
9802	0.5446081264
9803	0.5445922221
9804	0.5445810701
9805	0.5445706151
9806	0.5445604135
9807	0.5445466636
9808	0.5445312028
9809	0.5445161222
9810	0.5444993308
9811	0.5444888758
9812	0.5444755061
9813	0.5444653679
9814	0.5444539624
9815	0.5444445845
9816	0.5444317851
9817	0.5444134096
9818	0.5444001032
9819	0.5443807772
9820	0.5443656967
9821	0.5443524536
9822	0.5443440262
9823	0.5443316703
9824	0.5443117741
9825	0.544295553
9826	0.5442651383
9827	0.5442466361
9828	0.5442332664
9829	0.5442193897
9830	0.5442086179
9831	0.5441918265
9832	0.5441802943
9833	0.5441737678
9834	0.5441547587
9835	0.544138791
9836	0.5441291597
9837	0.5441130019
9838	0.5440958937
9839	0.5440773281
9840	0.544061107
9841	0.5440552775
9842	0.5440407672
9843	0.5440211878
9844	0.5440106061
9845	0.5440003412
9846	0.5439783539
9847	0.5439597883
9848	0.5439458483
9849	0.5439327954
9850	0.5439106181
9851	0.5438971849
9852	0.5438864765
9853	0.5438696217
9854	0.5438494086
9855	0.543842502
9856	0.543827168
9857	0.543809933
9858	0.5437982741
9859	0.5437888329
9860	0.5437699505
9861	0.5437548699
9862	0.5437374449
9863	0.5437272433
9864	0.5437159012
9865	0.5437036086
9866	0.5436891617
9867	0.5436774394
9868	0.5436646399
9869	0.5436327046
9870	0.5436180042
9871	0.5436039374
9872	0.5435933556
9873	0.5435842946
9874	0.5435724456
9875	0.5435491277
9876	0.5435358847
9877	0.5435244159
9878	0.5435086383
9879	0.5434952052
9880	0.5434758792
9881	0.5434499634
9882	0.5434240477
9883	0.5434069394
9884	0.5433949003
9885	0.5433778555
9886	0.5433610641
9887	0.5433295723
9888	0.5433042901
9889	0.543291554
9890	0.5432723548
9891	0.543259682
9892	0.5432451084
9893	0.543226226
9894	0.5432094979
9895	0.5432009438
9896	0.5431909323
9897	0.5431723668
9898	0.5431602643
9899	0.5431515834
9900	0.5431195214
9901	0.5431050744
9902	0.5430867623
9903	0.5430646483
9904	0.5430505816
9905	0.5430386692
9906	0.5430144009
9907	0.5430035657
9908	0.5429899425
9909	0.5429773964
9910	0.5429670048
9911	0.5429502767
9912	0.5429339289
9913	0.5429215096
9914	0.542909217
9915	0.5428947701
9916	0.5428826676
9917	0.5428566884
9918	0.5428411643
9919	0.5428358418
9920	0.5428254501
9921	0.542791297
9922	0.5427719077
9923	0.5427516313
9924	0.5427299609
9925	0.5427177951
9926	0.5427079737
9927	0.5426916892
9928	0.5426758482
9929	0.5426604508
9930	0.5426436595
9931	0.5426297194
9932	0.5426131815
9933	0.5425919546
9934	0.5425805491
9935	0.5425588154
9936	0.542549691
9937	0.5425356876
9938	0.5425180725
9939	0.5425052096
9940	0.5424898122
9941	0.5424732743
9942	0.54245737
9943	0.5424432398
9944	0.5424309473
9945	0.5424127619
9946	0.5424011663
9947	0.5423877965
9948	0.5423751872
9949	0.5423566849
9950	0.5423266505
9951	0.5423127738
9952	0.5423004813
9953	0.542283183
9954	0.5422752625
9955	0.542264554
9956	0.5422461785
9957	0.5422342028
9958	0.542224318
9959	0.5421932698
9960	0.5421756546
9961	0.542157596
9962	0.5421426421
9963	0.542130603
9964	0.5421174867
9965	0.5421014557
9966	0.5420728152
9967	0.5420581148
9968	0.5420475331
9969	0.5420295378
9970	0.5420158512
9971	0.5420048893
9972	0.5419974124
9973	0.5419828387
9974	0.5419702293
9975	0.541962689
9976	0.5419499529
9977	0.5419376603
9978	0.5419294864
9979	0.541911998
9980	0.5418990718
9981	0.5418869059
9982	0.5418781617
9983	0.5418632079
9984	0.541850345
9985	0.54181201
9986	0.5418000342
9987	0.541783623
9988	0.5417677187
9989	0.5417542856
9990	0.5417378743
9991	0.5417258352
9992	0.541717788
9993	0.5417063826
9994	0.5416943434
9995	0.5416731799
9996	0.541660824
9997	0.5416504323
9998	0.5416402941
9999	0.5416147585
10000	0.5416077252
10001	0.541595686
10002	0.5415835202
10003	0.5415673624
10004	0.5415460722
10005	0.5415311817
10006	0.5414993097
10007	0.5414823283
10008	0.5414675011
10009	0.5414585035
10010	0.5414495692
10011	0.5414308769
10012	0.5414146557
10013	0.5414051512
10014	0.5413757504
10015	0.5413641548
10016	0.5413479971
10017	0.54133336
10018	0.5413192933
10019	0.5412996505
10020	0.5412775999
10021	0.5412424964
10022	0.5412302672
10023	0.5412078364
10024	0.5411850254
10025	0.5411600601
10026	0.5411510625
10027	0.5411217884
10028	0.5411011952
10029	0.5410755962
10030	0.54106267
10031	0.541052215
10032	0.5410366909
10033	0.5410261725
10034	0.5410121691
10035	0.5409874572
10036	0.5409755448
10037	0.5409585
10038	0.5409498191
10039	0.5409381602
10040	0.5409265646
10041	0.5409131315
10042	0.540898938
10043	0.5408813229
10044	0.5408615534
10045	0.5408431779
10046	0.5408323427
10047	0.5408241688
10048	0.5408137137
10049	0.5407958452
10050	0.5407808279
10051	0.5407646702
10052	0.5407522509
10053	0.5407213294
10054	0.5407108743
10055	0.5406995322
10056	0.5406833111
10057	0.5406749471
10058	0.5406585992
10059	0.5406304657
10060	0.540610316
10061	0.5405946652
10062	0.5405781272
10063	0.5405717909
10064	0.5405422634
10065	0.5405244581
10066	0.5405022808
10067	0.5404842221
10068	0.5404741473
10069	0.5404626151
10070	0.540442402
10071	0.5404372062
10072	0.5404100865
10073	0.5403952594
10074	0.5403695337
10075	0.5403430477
10076	0.5403272067
10077	0.5403204902
10078	0.5403115559
10079	0.5402905825
10080	0.5402717634
10081	0.5402548453
10082	0.5402447704
10083	0.5402233535
10084	0.5402042176
10085	0.5401864124
10086	0.5401697477
10087	0.5401495981
10088	0.540134961
10089	0.5401254565
10090	0.5401073344
10091	0.5400971329
10092	0.5400857907
10093	0.540074512
10094	0.5400631065
10095	0.5400569602
10096	0.5400325018
10097	0.5400171044
10098	0.5400009467
10099	0.5399916322
10100	0.5399779456
10101	0.5399605839
10102	0.5399471508
10103	0.539930106
10104	0.5399206014
10105	0.5398999448
10106	0.5398814426
10107	0.539859392
10108	0.5398325891
10109	0.5398230212
10110	0.5398099049
10111	0.539791466
10112	0.5397758152
10113	0.5397649166
10114	0.5397441333
10115	0.5397223995
10116	0.5397111208
10117	0.5397018697
10118	0.5396836209
10119	0.5396660058
10120	0.5396526994
10121	0.5396447155
10122	0.5396322962
10123	0.5396104357
10124	0.5395971927
10125	0.539588702
10126	0.5395798944
10127	0.5395657643
10128	0.5395477056
10129	0.5395307241
10130	0.5395118417
10131	0.5395017035
10132	0.5394842151
10133	0.5394709087
10134	0.5394576657
10135	0.5394339676
10136	0.5394219285
10137	0.539413311
10138	0.5394055807
10139	0.5393924644
10140	0.5393813123
10141	0.5393683228
10142	0.5393585014
10143	0.5393295441
10144	0.5393192792
10145	0.539312626
10146	0.5393054025
10147	0.5392824015
10148	0.5392731504
10149	0.5392544581
10150	0.5392420388
10151	0.5392305066
10152	0.5392076322
10153	0.5391959099
10154	0.5391761404
10155	0.5391682833
10156	0.5391582719
10157	0.5391462327
10158	0.5391358411
10159	0.5391080244
10160	0.5390960486
10161	0.5390774197
10162	0.5390526445
10163	0.5390386411
10164	0.5390327482
10165	0.5389947933
10166	0.5389807266
10167	0.5389631748
10168	0.5389488546
10169	0.5389375759
10170	0.5389247764
10171	0.5389066543
10172	0.5388989873
10173	0.5388882155
10174	0.5388760496
10175	0.5388690163
10176	0.5388640105
10177	0.5388476627
10178	0.5388368908
10179	0.5388254853
10180	0.5388154105
10181	0.5388038783
10182	0.5387931065
10183	0.5387829682
10184	0.5387687114
10185	0.538740768
10186	0.5387260676
10187	0.5387138384
10188	0.5387044605
10189	0.5386849445
10190	0.5386577614
10191	0.5386405265
10192	0.5386269666
10193	0.5386073239
10194	0.5385969956
10195	0.5385850832
10196	0.5385703194
10197	0.5385344555
10198	0.5385227966
10199	0.5385098704
10200	0.5385020767
10201	0.5384915583
10202	0.538483321
10203	0.5384745134
10204	0.5384636782
10205	0.5384574686
10206	0.5384454928
10207	0.538431426
10208	0.5384150782
10209	0.5384025955
10210	0.5383965126
10211	0.5383761728
10212	0.5383632466
10213	0.538347279
10214	0.5383337191
10215	0.5383235175
10216	0.5383012769
10217	0.5382841686
10218	0.5382696583
10219	0.5382534372
10220	0.5382424753
10221	0.5382228959
10222	0.5382075618
10223	0.5381917843
10224	0.5381795551
10225	0.5381626369
10226	0.5381367845
10227	0.5381253157
10228	0.5381127063
10229	0.5381067501
10230	0.5380913527
10231	0.5380787433
10232	0.5380709496
10233	0.5380563759
10234	0.5380393944
10235	0.5380178507
10236	0.5380089798
10237	0.5379951665
10238	0.5379840778
10239	0.5379757772
10240	0.5379679834
10241	0.5379551206
10242	0.5379401667
10243	0.5379305988
10244	0.5379030356
10245	0.5378908697
10246	0.5378698963
10247	0.5378501902
10248	0.5378211062
10249	0.5377999427
10250	0.5377953172
10251	0.5377814405
10252	0.5377645857
10253	0.5377476042
10254	0.5377282149
10255	0.5377133878
10256	0.5377064811
10257	0.5376974835
10258	0.5376903867
10259	0.5376758764
10260	0.5376613028
10261	0.5376395056
10262	0.5376266428
10263	0.5376156175
10264	0.5376034517
10265	0.5375886245
10266	0.5375802605
10267	0.5375574496
10268	0.5375404047
10269	0.5375304566
10270	0.5375149958
10271	0.5374949729
10272	0.537482807
10273	0.537470958
10274	0.5374589823
10275	0.5374436482
10276	0.5374301517
10277	0.5374234352
10278	0.5373852268
10279	0.5373705898
10280	0.5373562062
10281	0.5373480323
10282	0.5373299736
10283	0.537314893
10284	0.5373013966
10285	0.5372891673
10286	0.5372761778
10287	0.5372555846
10288	0.5372432286
10289	0.5372304925
10290	0.5372152218
10291	0.5372066677
10292	0.537190003
10293	0.5371779006
10294	0.53715585
10295	0.5371427337
10296	0.5371279699
10297	0.5371171981
10298	0.5371085806
10299	0.537097682
10300	0.5370805105
10301	0.5370644161
10302	0.5370529472
10303	0.5370385003
10304	0.5370246236
10305	0.5370089728
10306	0.5370018126
10307	0.5369792551
10308	0.5369482703
10309	0.5369359777
10310	0.5369173487
10311	0.5368964387
10312	0.536888645
10313	0.5368652004
10314	0.5368477753
10315	0.5368323146
10316	0.5368178676
10317	0.5367970843
10318	0.5367829542
10319	0.5367628679
10320	0.5367500684
10321	0.5367401836
10322	0.5367291583
10323	0.536706284
10324	0.5367008981
10325	0.5366832196
10326	0.5366658579
10327	0.5366540723
10328	0.5366356968
10329	0.5366260655
10330	0.5366141531
10331	0.5366071831
10332	0.5365853859
10333	0.5365691648
10334	0.5365607374
10335	0.5365371661
10336	0.536525127
10337	0.5365144819
10338	0.5365033299
10339	0.5364958529
10340	0.5364789348
10341	0.536465375
10342	0.5364539061
10343	0.5364222876
10344	0.5364070169
10345	0.5363756519
10346	0.5363631692
10347	0.5363523974
10348	0.5363433363
10349	0.536327432
10350	0.5363172305
10351	0.5363084229
10352	0.5362936591
10353	0.5362836477
10354	0.5362667295
10355	0.5362408138
10356	0.536228838
10357	0.5362087517
10358	0.5362014649
10359	0.5361901861
10360	0.5361835329
10361	0.5361720007
10362	0.5361571102
10363	0.5361471621
10364	0.5361294202
10365	0.5361110448
10366	0.5361028708
10367	0.5360930494
10368	0.5360831013
10369	0.5360654228
10370	0.5360466038
10371	0.5360384932
10372	0.5360281649
10373	0.5360226523
10374	0.5360127042
10375	0.53599699
10376	0.5359855211
10377	0.5359750661
10378	0.5359660051
10379	0.5359544729
10380	0.5359379983
10381	0.5359184823
10382	0.5358951644
10383	0.5358816679
10384	0.5358698822
10385	0.5358476416
10386	0.5358337015
10387	0.5358189378
10388	0.5358075323
10389	0.5357805393
10390	0.5357652687
10391	0.535752786
10392	0.5357394796
10393	0.5357221813
10394	0.5357005742
10395	0.5356904994
10396	0.5356739615
10397	0.5356622392
10398	0.5356510871
10399	0.5356340423
10400	0.5356130055
10401	0.5356027406
10402	0.5355864561
10403	0.5355659262
10404	0.5355402639
10405	0.535523726
10406	0.5355105463
10407	0.5354914104
10408	0.5354767734
10409	0.5354660649
10410	0.5354532654
10411	0.5354398957
10412	0.5354276665
10413	0.5354187956
10414	0.5354014339
10415	0.5353792566
10416	0.5353604375
10417	0.5353424422
10418	0.5353266013
10419	0.5353057546
10420	0.5352881395
10421	0.5352787616
10422	0.5352664691
10423	0.5352567744
10424	0.5352511984
10425	0.5352345337
10426	0.5352117861
10427	0.5352013945
10428	0.5351919533
10429	0.5351792171
10430	0.5351702195
10431	0.5351634396
10432	0.5351562161
10433	0.535135813
10434	0.5351264351
10435	0.5350915217
10436	0.5350760609
10437	0.535050462
10438	0.5350416544
10439	0.5350202374
10440	0.5350005947
10441	0.5349934346
10442	0.5349854507
10443	0.5349509808
10444	0.5349413495
10445	0.5349299441
10446	0.5349158139
10447	0.5349026343
10448	0.5348888843
10449	0.5348806471
10450	0.5348690515
10451	0.5348509928
10452	0.5348359122
10453	0.5348271047
10454	0.5348114538
10455	0.5348022661
10456	0.5347822431
10457	0.5347705842
10458	0.534756264
10459	0.5347371915
10460	0.5347215406
10461	0.5347006939
10462	0.5346884014
10463	0.5346669211
10464	0.5346521573
10465	0.5346328947
10466	0.5346211724
10467	0.5346044444
10468	0.5345957635
10469	0.534579986
10470	0.5345721288
10471	0.5345626876
10472	0.534550205
10473	0.5345325265
10474	0.5345146579
10475	0.5344929875
10476	0.5344819622
10477	0.5344652975
10478	0.5344326652
10479	0.5344166975
10480	0.5344042782
10481	0.5343898313
10482	0.5343802
10483	0.5343565019
10484	0.5343432589
10485	0.5343335643
10486	0.5343177233
10487	0.5343056842
10488	0.5342949124
10489	0.5342670957
10490	0.5342584148
10491	0.5342471994
10492	0.5342331327
10493	0.5342239449
10494	0.5342145671
10495	0.5342020211
10496	0.5341835188
10497	0.5341696422
10498	0.5341582367
10499	0.5341335882
10500	0.5341221827
10501	0.5341099535
10502	0.5341000054
10503	0.534085305
10504	0.5340728223
10505	0.5340614802
10506	0.5340439285
10507	0.534022258
10508	0.5340093952
10509	0.5339880416
10510	0.5339811983
10511	0.5339697295
10512	0.5339607318
10513	0.533945778
10514	0.5339319647
10515	0.5339054153
10516	0.5338869764
10517	0.533866003
10518	0.5338451563
10519	0.5338321034
10520	0.5338220919
10521	0.5338023858
10522	0.5337967464
10523	0.5337892061
10524	0.5337766601
10525	0.5337688663
10526	0.5337587281
10527	0.5337472593
10528	0.5337272997
10529	0.5337177951
10530	0.5336945406
10531	0.533687634
10532	0.533662035
10533	0.5336484752
10534	0.5336406181
10535	0.5336304165
10536	0.5336009523
10537	0.5335932853
10538	0.5335811195
10539	0.5335666092
10540	0.5335543166
10541	0.5335365747
10542	0.5335225713
10543	0.5335146509
10544	0.5334993802
10545	0.5334926636
10546	0.5334678884
10547	0.5334583838
10548	0.5334477387
10549	0.5334381708
10550	0.5334306939
10551	0.5334078196
10552	0.5333884302
10553	0.5333777218
10554	0.5333723358
10555	0.5333651757
10556	0.5333485111
10557	0.5333322266
10558	0.5333155619
10559	0.5332999111
10560	0.5332729181
10561	0.5332521981
10562	0.5332418065
10563	0.5332259022
10564	0.5332134195
10565	0.5331989092
10566	0.5331792664
10567	0.5331726766
10568	0.5331653898
10569	0.5331543011
10570	0.5331430857
10571	0.5331365593
10572	0.5331246469
10573	0.5331125444
10574	0.5330993014
10575	0.5330759201
10576	0.5330539963
10577	0.5330441749
10578	0.5330338466
10579	0.5330172453
10580	0.5330042557
10581	0.532993864
10582	0.5329720669
10583	0.5329498896
10584	0.5329387376
10585	0.5329291696
10586	0.5329140257
10587	0.5329039509
10588	0.5328903276
10589	0.5328786053
10590	0.5328685305
10591	0.5328433117
10592	0.5328322231
10593	0.5328128337
10594	0.5328059271
10595	0.5327867279
10596	0.5327629665
10597	0.5327535886
10598	0.5327384447
10599	0.5327261521
10600	0.5327167109
10601	0.5326976384
10602	0.5326816074
10603	0.5326627883
10604	0.5326446029
10605	0.5326255938
10606	0.5326144418
10607	0.5325923278
10608	0.5325797818
10609	0.5325565273
10610	0.5325460089
10611	0.5325284571
10612	0.5325167348
10613	0.5325023513
10614	0.5324830887
10615	0.5324654736
10616	0.5324548284
10617	0.532446211
10618	0.53243734
10619	0.532420612
10620	0.5324109173
10621	0.5323974209
10622	0.532376194
10623	0.5323623807
10624	0.5323405202
10625	0.5323262634
10626	0.5323154915
10627	0.5322985734
10628	0.5322865343
10629	0.5322770297
10630	0.5322630263
10631	0.5322465517
10632	0.5322353997
10633	0.5322220933
10634	0.5322023238
10635	0.5321804633
10636	0.5321667767
10637	0.5321515694
10638	0.5321356651
10639	0.532100625
10640	0.5320909937
10641	0.5320758497
10642	0.5320669788
10643	0.5320460688
10644	0.5320350435
10645	0.5320266794
10646	0.5320125493
10647	0.5320007003
10648	0.5319853663
10649	0.5319758617
10650	0.5319637592
10651	0.5319389206
10652	0.5319297962
10653	0.5319230797
10654	0.5319036904
10655	0.5318930452
10656	0.5318786617
10657	0.5318670661
10658	0.5318620604
10659	0.5318460293
10660	0.5318351941
10661	0.5318249926
10662	0.5318162484
10663	0.5317956551
10664	0.5317839962
10665	0.5317729709
10666	0.5317528212
10667	0.5317393247
10668	0.5317262084
10669	0.5317123951
10670	0.5316935127
10671	0.5316835646
10672	0.5316687375
10673	0.531658029
10674	0.531648271
10675	0.5316342042
10676	0.5316246997
10677	0.5316188068
10678	0.5316055005
10679	0.5315853508
10680	0.5315802183
10681	0.5315686861
10682	0.5315593716
10683	0.5315437841
10684	0.5315195792
10685	0.5315083004
10686	0.531499683
10687	0.5314821629
10688	0.531467906
10689	0.5314565322
10690	0.531444905
10691	0.5314347351
10692	0.5314226009
10693	0.5314097698
10694	0.5314047323
10695	0.5313958614
10696	0.5313817313
10697	0.531371308
10698	0.5313618984
10699	0.5313517919
10700	0.5313287909
10701	0.5313185893
10702	0.5313000871
10703	0.5312873826
10704	0.5312644766
10705	0.5312530078
10706	0.5312299117
10707	0.5312036157
10708	0.5311943963
10709	0.5311835294
10710	0.5311718388
10711	0.5311556494
10712	0.5311218765
10713	0.5310968161
10714	0.5310821157
10715	0.5310645006
10716	0.5310492933
10717	0.5310235042
10718	0.5309952123
10719	0.5309802584
10720	0.530961376
10721	0.5309405294
10722	0.5309333059
10723	0.5309168947
10724	0.5309033031
10725	0.5308965232
10726	0.530889173
10727	0.5308818862
10728	0.530864081
10729	0.5308338248
10730	0.5308236549
10731	0.5308074021
10732	0.5307920997
10733	0.5307758786
10734	0.530751737
10735	0.5307285459
10736	0.5307048161
10737	0.5306847932
10738	0.5306711383
10739	0.5306572616
10740	0.5306451591
10741	0.5306359397
10742	0.5306235838
10743	0.5306167405
10744	0.5306064122
10745	0.5305924405
10746	0.5305835696
10747	0.530576156
10748	0.5305620576
10749	0.5305472938
10750	0.5305331637
10751	0.5305160555
10752	0.5304957157
10753	0.5304730631
10754	0.5304561767
10755	0.5304375477
10756	0.530417905
10757	0.530404757
10758	0.530388029
10759	0.5303721247
10760	0.5303543511
10761	0.5303400943
10762	0.5303292907
10763	0.5303130696
10764	0.5302966267
10765	0.5302866152
10766	0.5302768889
10767	0.5302587352
10768	0.5302461892
10769	0.5302378568
10770	0.530228479
10771	0.5302013276
10772	0.5301929953
10773	0.5301825403
10774	0.5301721169
10775	0.5301536147
10776	0.53013695
10777	0.530131374
10778	0.5301193983
10779	0.5301075492
10780	0.5300962388
10781	0.530079289
10782	0.5300574919
10783	0.530040352
10784	0.5300331918
10785	0.5300256516
10786	0.5300143728
10787	0.5299943499
10788	0.5299783188
10789	0.5299538604
10790	0.5299332355
10791	0.5299108047
10792	0.5298936648
10793	0.5298796614
10794	0.5298702519
10795	0.529862173
10796	0.5298533971
10797	0.5298432589
10798	0.5298226974
10799	0.5298013755
10800	0.5297914274
10801	0.5297783744
10802	0.5297709292
10803	0.5297608227
10804	0.5297501459
10805	0.529732404
10806	0.5297156126
10807	0.5297061397
10808	0.5296874157
10809	0.5296646998
10810	0.5296466095
10811	0.5296272835
10812	0.5296218976
10813	0.5296093199
10814	0.529579729
10815	0.5295670563
10816	0.52954716
10817	0.5295370218
10818	0.5295210858
10819	0.5294939978
10820	0.5294787272
10821	0.5294703948
10822	0.5294591478
10823	0.5294461899
10824	0.5294325667
10825	0.5294094389
10826	0.5293971146
10827	0.5293902397
10828	0.5293692663
10829	0.529340911
10830	0.5293328321
10831	0.5293243097
10832	0.5293141398
10833	0.5293023541
10834	0.5292844538
10835	0.529273682
10836	0.5292586965
10837	0.5292444079
10838	0.5292193159
10839	0.5292114588
10840	0.5291856064
10841	0.5291725851
