iter	Passed	Remaining
1002	2209	107958
1003	2212	107962
1004	2214	107963
1005	2216	107966
1006	2219	107965
1007	2221	107967
1008	2223	107971
1009	2225	107969
1010	2228	107965
1011	2230	107967
1012	2232	107967
1013	2234	107968
1014	2237	107965
1015	2239	107963
1016	2241	107961
1017	2243	107954
1018	2245	107955
1019	2248	107956
1020	2250	107955
1021	2252	107955
1022	2254	107952
1023	2257	107951
1024	2259	107969
1025	2261	107969
1026	2264	107967
1027	2266	107964
1028	2268	107963
1029	2270	107963
1030	2273	107961
1031	2275	107950
1032	2277	107945
1033	2279	107945
1034	2281	107942
1035	2283	107939
1036	2286	107937
1037	2288	107936
1038	2290	107938
1039	2292	107941
1040	2295	107943
1041	2297	107940
1042	2299	107943
1043	2301	107945
1044	2304	107942
1045	2306	107941
1046	2308	107945
1047	2310	107944
1048	2313	107944
1049	2315	107945
1050	2317	107942
1051	2320	107946
1052	2322	107944
1053	2324	107945
1054	2326	107937
1055	2328	107934
1056	2330	107923
1057	2333	107922
1058	2335	107924
1059	2337	107924
1060	2339	107921
1061	2342	107922
1062	2344	107917
1063	2346	107916
1064	2348	107913
1065	2350	107912
1066	2353	107912
1067	2355	107912
1068	2357	107906
1069	2359	107907
1070	2361	107903
1071	2364	107902
1072	2366	107902
1073	2368	107903
1074	2370	107901
1075	2373	107901
1076	2375	107902
1077	2377	107902
1078	2379	107904
1079	2382	107906
1080	2384	107900
1081	2386	107903
1082	2388	107904
1083	2391	107899
1084	2393	107898
1085	2395	107898
1086	2397	107898
1087	2400	107898
1088	2402	107898
1089	2404	107896
1090	2406	107894
1091	2408	107888
1092	2411	107886
1093	2413	107884
1094	2415	107882
1095	2417	107887
1096	2420	107887
1097	2422	107880
1098	2424	107881
1099	2426	107884
1100	2429	107883
1101	2431	107884
1102	2433	107882
1103	2435	107883
1104	2438	107884
1105	2440	107890
1106	2442	107894
1107	2445	107889
1108	2447	107887
1109	2449	107884
1110	2451	107887
1111	2454	107892
1112	2456	107891
1113	2458	107892
1114	2460	107889
1115	2463	107887
1116	2465	107883
1117	2467	107899
1118	2470	107897
1119	2472	107894
1120	2474	107899
1121	2476	107902
1122	2479	107901
1123	2481	107900
1124	2483	107896
1125	2485	107894
1126	2488	107894
1127	2490	107889
1128	2492	107888
1129	2494	107888
1130	2496	107883
1131	2499	107882
1132	2501	107882
1133	2503	107882
1134	2506	107912
1135	2508	107914
1136	2510	107907
1137	2513	107907
1138	2515	107906
1139	2517	107903
1140	2519	107902
1141	2522	107900
1142	2524	107899
1143	2526	107894
1144	2528	107892
1145	2530	107893
1146	2533	107892
1147	2535	107892
1148	2537	107890
1149	2539	107888
1150	2541	107883
1151	2544	107882
1152	2546	107881
1153	2548	107878
1154	2550	107880
1155	2553	107877
1156	2555	107876
1157	2557	107869
1158	2559	107867
1159	2561	107861
1160	2564	107860
1161	2566	107853
1162	2568	107850
1163	2570	107842
1164	2572	107839
1165	2574	107838
1166	2577	107839
1167	2579	107834
1168	2581	107832
1169	2583	107831
1170	2585	107830
1171	2588	107824
1172	2590	107820
1173	2592	107811
1174	2594	107810
1175	2596	107808
1176	2598	107806
1177	2601	107807
1178	2603	107806
1179	2605	107801
1180	2607	107797
1181	2609	107792
1182	2612	107788
1183	2614	107784
1184	2616	107779
1185	2618	107773
1186	2620	107770
1187	2622	107764
1188	2624	107757
1189	2627	107755
1190	2629	107757
1191	2631	107750
1192	2633	107750
1193	2635	107744
1194	2638	107743
1195	2640	107737
1196	2642	107733
1197	2644	107726
1198	2646	107723
1199	2648	107711
1200	2650	107708
1201	2652	107703
1202	2655	107702
1203	2657	107700
1204	2659	107695
1205	2661	107692
1206	2663	107690
1207	2666	107686
1208	2668	107682
1209	2670	107684
1210	2672	107683
1211	2674	107678
1212	2677	107675
1213	2679	107674
1214	2681	107669
1215	2683	107671
1216	2685	107665
1217	2688	107663
1218	2690	107656
1219	2692	107654
1220	2694	107650
1221	2696	107649
1222	2699	107647
1223	2701	107645
1224	2703	107637
1225	2705	107633
1226	2707	107631
1227	2709	107631
1228	2712	107630
1229	2714	107624
1230	2716	107622
1231	2718	107615
1232	2720	107613
1233	2722	107608
1234	2725	107607
1235	2727	107602
1236	2729	107600
1237	2731	107598
1238	2733	107595
1239	2736	107594
1240	2738	107593
1241	2740	107591
1242	2742	107583
1243	2744	107582
1244	2747	107575
1245	2749	107572
1246	2751	107567
1247	2753	107566
1248	2755	107564
1249	2758	107564
1250	2760	107559
1251	2762	107557
1252	2764	107556
1253	2766	107555
1254	2769	107555
1255	2771	107555
1256	2773	107555
1257	2775	107547
1258	2777	107545
1259	2780	107543
1260	2782	107541
1261	2784	107538
1262	2786	107529
1263	2788	107523
1264	2790	107521
1265	2793	107520
1266	2795	107517
1267	2797	107513
1268	2799	107511
1269	2801	107505
1270	2804	107504
1271	2806	107499
1272	2808	107497
1273	2810	107496
1274	2812	107489
1275	2814	107487
1276	2817	107485
1277	2819	107484
1278	2821	107476
1279	2823	107473
1280	2825	107466
1281	2827	107465
1282	2830	107463
1283	2832	107463
1284	2834	107462
1285	2836	107459
1286	2839	107457
1287	2841	107455
1288	2843	107454
1289	2845	107453
1290	2848	107454
1291	2850	107454
1292	2852	107455
1293	2854	107454
1294	2857	107452
1295	2859	107450
1296	2861	107449
1297	2863	107448
1298	2865	107447
1299	2868	107445
1300	2870	107440
1301	2872	107437
1302	2874	107436
1303	2876	107432
1304	2879	107431
1305	2881	107431
1306	2883	107428
1307	2885	107423
1308	2887	107417
1309	2889	107409
1310	2891	107400
1311	2894	107400
1312	2896	107398
1313	2898	107398
1314	2900	107396
1315	2903	107396
1316	2905	107388
1317	2907	107388
1318	2909	107385
1319	2911	107383
1320	2913	107377
1321	2916	107378
1322	2918	107377
1323	2920	107376
1324	2922	107375
1325	2925	107375
1326	2927	107373
1327	2929	107371
1328	2931	107368
1329	2933	107366
1330	2936	107363
1331	2938	107362
1332	2940	107360
1333	2942	107358
1334	2945	107358
1335	2947	107356
1336	2949	107354
1337	2951	107351
1338	2953	107347
1339	2955	107342
1340	2958	107338
1341	2960	107335
1342	2962	107331
1343	2964	107326
1344	2966	107318
1345	2968	107314
1346	2970	107310
1347	2973	107306
1348	2975	107301
1349	2977	107300
1350	2979	107297
1351	2981	107292
1352	2983	107284
1353	2986	107280
1354	2988	107276
1355	2990	107274
1356	2992	107270
1357	2994	107266
1358	2996	107259
1359	2998	107251
1360	3001	107250
1361	3003	107249
1362	3005	107248
1363	3007	107248
1364	3009	107241
1365	3012	107238
1366	3014	107236
1367	3016	107238
1368	3018	107236
1369	3021	107234
1370	3023	107233
1371	3025	107230
1372	3027	107228
1373	3029	107225
1374	3032	107223
1375	3034	107222
1376	3036	107222
1377	3038	107218
1378	3040	107210
1379	3042	107205
1380	3045	107203
1381	3047	107203
1382	3049	107201
1383	3051	107199
1384	3053	107192
1385	3056	107191
1386	3058	107190
1387	3060	107188
1388	3062	107187
1389	3064	107182
1390	3067	107183
1391	3069	107182
1392	3071	107180
1393	3073	107177
1394	3076	107175
1395	3078	107174
1396	3080	107172
1397	3082	107169
1398	3084	107168
1399	3087	107167
1400	3089	107162
1401	3091	107160
1402	3093	107154
1403	3095	107154
1404	3097	107149
1405	3100	107148
1406	3102	107142
1407	3104	107140
1408	3106	107141
1409	3108	107139
1410	3111	107132
1411	3113	107133
1412	3115	107129
1413	3117	107127
1414	3119	107120
1415	3122	107119
1416	3124	107117
1417	3126	107115
1418	3128	107113
1419	3130	107105
1420	3132	107103
1421	3135	107097
1422	3137	107092
1423	3139	107089
1424	3141	107086
1425	3143	107084
1426	3145	107083
1427	3148	107080
1428	3150	107079
1429	3152	107072
1430	3154	107069
1431	3156	107060
1432	3158	107056
1433	3160	107052
1434	3163	107049
1435	3165	107045
1436	3167	107041
1437	3169	107037
1438	3171	107032
1439	3173	107028
1440	3175	107024
1441	3178	107020
1442	3180	107020
1443	3182	107016
1444	3184	107012
1445	3186	107007
1446	3189	107006
1447	3191	107005
1448	3193	106999
1449	3195	106998
1450	3197	106997
1451	3200	106994
1452	3202	106993
1453	3204	106992
1454	3206	106991
1455	3208	106989
1456	3211	106988
1457	3213	106986
1458	3215	106980
1459	3217	106979
1460	3220	106979
1461	3222	106977
1462	3224	106976
1463	3226	106970
1464	3228	106968
1465	3230	106965
1466	3232	106955
1467	3235	106954
1468	3237	106954
1469	3239	106951
1470	3241	106950
1471	3244	106947
1472	3246	106943
1473	3248	106939
1474	3250	106938
1475	3252	106934
1476	3254	106931
1477	3257	106927
1478	3259	106917
1479	3261	106914
1480	3263	106910
1481	3265	106904
1482	3267	106897
1483	3269	106899
1484	3271	106892
1485	3274	106889
1486	3276	106888
1487	3278	106887
1488	3280	106885
1489	3282	106884
1490	3285	106900
1491	3288	106904
1492	3290	106913
1493	3292	106908
1494	3295	106907
1495	3297	106904
1496	3299	106903
1497	3301	106901
1498	3303	106895
1499	3306	106894
1500	3308	106890
1501	3310	106884
1502	3312	106881
1503	3314	106878
1504	3316	106876
1505	3319	106875
1506	3321	106872
1507	3323	106866
1508	3325	106862
1509	3327	106851
1510	3329	106850
1511	3331	106853
1512	3334	106852
1513	3336	106853
1514	3338	106853
1515	3340	106849
1516	3343	106848
1517	3345	106844
1518	3347	106842
1519	3349	106840
1520	3351	106838
1521	3354	106836
1522	3356	106831
1523	3358	106837
1524	3361	106847
1525	3363	106853
1526	3366	106860
1527	3368	106857
1528	3370	106856
1529	3372	106852
1530	3374	106842
1531	3377	106841
1532	3379	106837
1533	3381	106833
1534	3383	106830
1535	3385	106829
1536	3388	106827
1537	3390	106824
1538	3392	106824
1539	3394	106822
1540	3396	106815
1541	3398	106812
1542	3401	106811
1543	3403	106809
1544	3405	106807
1545	3407	106807
1546	3410	106804
1547	3412	106801
1548	3414	106800
1549	3416	106797
1550	3418	106795
1551	3421	106793
1552	3423	106786
1553	3425	106783
1554	3427	106781
1555	3429	106779
1556	3431	106775
1557	3434	106773
1558	3436	106772
1559	3438	106773
1560	3440	106769
1561	3442	106767
1562	3445	106767
1563	3447	106766
1564	3449	106766
1565	3451	106762
1566	3454	106761
1567	3456	106761
1568	3458	106759
1569	3460	106755
1570	3462	106752
1571	3465	106747
1572	3467	106746
1573	3469	106746
1574	3471	106744
1575	3474	106742
1576	3476	106741
1577	3478	106738
1578	3480	106735
1579	3482	106729
1580	3484	106728
1581	3487	106726
1582	3489	106724
1583	3491	106722
1584	3493	106718
1585	3496	106718
1586	3498	106712
1587	3500	106708
1588	3502	106702
1589	3504	106700
1590	3506	106700
1591	3508	106694
1592	3511	106692
1593	3513	106690
1594	3515	106687
1595	3517	106685
1596	3519	106684
1597	3522	106680
1598	3524	106677
1599	3526	106675
1600	3528	106674
1601	3530	106671
1602	3533	106669
1603	3535	106668
1604	3537	106670
1605	3539	106669
1606	3542	106668
1607	3544	106667
1608	3546	106671
1609	3549	106678
1610	3551	106679
1611	3553	106680
1612	3556	106686
1613	3558	106688
1614	3561	106692
1615	3563	106694
1616	3565	106696
1617	3568	106695
1618	3570	106691
1619	3572	106693
1620	3574	106694
1621	3577	106695
1622	3579	106694
1623	3581	106694
1624	3584	106695
1625	3586	106694
1626	3588	106693
1627	3590	106693
1628	3593	106691
1629	3595	106688
1630	3597	106684
1631	3599	106681
1632	3601	106676
1633	3603	106676
1634	3606	106670
1635	3608	106669
1636	3610	106667
1637	3612	106666
1638	3614	106665
1639	3617	106660
1640	3619	106658
1641	3621	106656
1642	3623	106651
1643	3625	106647
1644	3628	106646
1645	3630	106639
1646	3632	106636
1647	3634	106634
1648	3636	106633
1649	3638	106632
1650	3641	106627
1651	3643	106624
1652	3645	106623
1653	3647	106622
1654	3649	106620
1655	3652	106617
1656	3654	106613
1657	3656	106610
1658	3658	106608
1659	3660	106603
1660	3662	106600
1661	3665	106594
1662	3667	106592
1663	3669	106590
1664	3671	106588
1665	3673	106586
1666	3676	106582
1667	3678	106580
1668	3680	106578
1669	3682	106574
1670	3685	106587
1671	3687	106583
1672	3693	106687
1673	3695	106683
1674	3697	106685
1675	3700	106683
1676	3702	106682
1677	3704	106678
1678	3706	106676
1679	3708	106675
1680	3711	106675
1681	3713	106670
1682	3715	106667
1683	3717	106664
1684	3719	106663
1685	3722	106660
1686	3727	106754
1687	3729	106750
1688	3732	106751
1689	3734	106747
1690	3736	106747
1691	3738	106747
1692	3741	106745
1693	3743	106749
1694	3746	106775
1695	3749	106776
1696	3751	106776
1697	3754	106803
1698	3757	106814
1699	3759	106827
1700	3762	106838
1701	3765	106840
1702	3767	106842
1703	3769	106840
1704	3771	106840
1705	3774	106837
1706	3776	106838
1707	3778	106839
1708	3780	106837
1709	3783	106838
1710	3785	106839
1711	3787	106839
1712	3790	106837
1713	3792	106837
